TOOL NAME,W/O,SIZE & THREAD,MATERIAL,MODEL,MATERIAL NO,PART NUMBER,QUANTITY,LOCATION
K1 MST,W025-004P019-002,"7""",L80,PFT,N/A,PFT715P120001.REVA,1,RACK 4A
K1 MST,W024001-A010-002,"7""",L80,PFT,N/A,PFT715P120001.REVA,1,RACK 4A
K1 MST,W025-004P019-001,"7""",L80,PFT,N/A,715P120001006-REVA,1,RACK 4A
K1 MST,WO24001-P016-001,"7""",L80,PFT,N/A,715P120001006-REVA,1,RACK 4A
ADJUSTABLE SUB (2FT STROKE),12210906/4,"3-1/2"" BLANK X BLANK",L80,WTFD,N/A,3146140,1,RACK 5A
ADJUSTABLE SUB (2FT STROKE),12210906/3,"3-1/2"" BLANK X BLANK",L80,WTFD,N/A,3146140,1,RACK 5A
ADJUSTABLE SUB (2FT STROKE),12210906/2,"3-1/2"" BLANK X BLANK",L80,WTFD,N/A,3146140,1,RACK 5A
ADJUSTABLE SUB (2FT STROKE),12210906/1,"3-1/2"" BLANK X BLANK",L80,WTFD,N/A,3146140,1,RACK 5A
ADJUSTABLE SUB (2FT STROKE),12210906/5,"3-1/2"" BLANK X BLANK",L80,WTFD,N/A,3146140,1,RACK 5A
ADJUSTABLE SUB (2FT STROKE),12210906/6,"3-1/2"" BLANK X BLANK",L80,WTFD,N/A,3146140,1,RACK 5A
ADJUSTABLE SUB (2FT STROKE),12210906/7,"3-1/2"" BLANK X BLANK",L80,WTFD,N/A,3146140,1,RACK 5A
ADJUSTABLE SUB (2FT STROKE),12210906/8,"3-1/2"" BLANK X BLANK",L80,WTFD,N/A,3146140,1,RACK 5A
ADJUSTABLE SUB (2FT STROKE),12210906/9,"3-1/2"" BLANK X BLANK",L80,WTFD,N/A,3146140,1,RACK 5A
ADJUSTABLE SUB (2FT STROKE),12210906/10,"3-1/2"" BLANK X BLANK",L80,WTFD,N/A,3146140,1,RACK 5A
ADJUSTABLE SUB,WO24005-P012-004,"2-7/8"" HCS BOX X PIN",L80,PFT,N/A,"PFT212G000002,REV-A",1,RACK 3B
ADJUSTABLE SUB (2FT STROKE),WO24005-PC07-007,"2-7/8"" BLANK X BLANK",CHROME,PFT,N/A,212G00000101-REV-A,1,RACK 1B
ADJUSTABLE SUB (2FT STROKE),WO24005-PC07-005,"2-7/8"" BLANK X BLANK",CHROME,PFT,N/A,212G00000101-REV-A,1,RACK 1B
ADJUSTABLE SUB (2FT STROKE),WO24005-PC07-004,"2-7/8"" BLANK X BLANK",CHROME,PFT,N/A,212G00000101-REV-A,1,RACK 1B
ADJUSTABLE SUB (5FT STROKE),12094335/6,"2-7/8"" BLANK X BLANK",L80,WTFD,7662P,170292REVA,1,RACK 7A
ADJUSTABLE SUB (5FT STROKE),12094335/2,"2-7/8"" BLANK X BLANK",L80,WTFD,7662P,170292REVA,1,RACK 7A
ADJUSTABLE SUB (5FT STROKE),12094328/9,"2-7/8"" BLANK X BLANK",L80,WTFD,7272P,1784372REVA,1,RACK 8A
ADJUSTABLE SUB (5FT STROKE),12094328/10,"2-7/8"" BLANK X BLANK",L80,WTFD,7272P,1784372REVA,1,RACK 8A
ADJUSTABLE SUB (5FT STROKE),12094328/5,"2-7/8"" BLANK X BLANK",L80,WTFD,7272P,1784372REVA,1,RACK 8A
ADJUSTABLE SUB (5FT STROKE),12094328/11,"2-7/8"" BLANK X BLANK",L80,WTFD,7662P,170292REVA,1,RACK 8A
ADJUSTABLE SUB (5FT STROKE),12094335/8,"2-7/8"" BLANK X BLANK",L80,WTFD,7662P,170292REVA,1,RACK 7A
ADJUSTABLE SUB (5FT STROKE),12094335/3,"2-7/8"" BLANK X BLANK",L80,WTFD,7662P,170292REVA,1,RACK 7A
ADJUSTABLE SUB (5FT STROKE),12094335/5,"2-7/8"" BLANK X BLANK",L80,WTFD,7662P,170292REVA,1,RACK 7A
ADJUSTABLE SUB (5FT STROKE),12094335/7,"2-7/8"" BLANK X BLANK",L80,WTFD,7662P,170292REVA,1,RACK 7A
ADJUSTABLE SUB,12122112/2,"2-3/8"" VAMTOP BOX X PIN",L80,WTFD,7272P,824956REVA,1,RACK 9A
ADJUSTABLE SUB,12210917/1,"2-3/8"" VAMTOP BOX X PIN",L80,WTFD,N/A,3150539REVA,1,RACK 9A
ADJUSTABLE SUB,12122112/4,"2-3/8"" VAMTOP BOX X PIN",L80,WTFD,7272P,824956REVA,1,RACK 9A
ADJUSTABLE SUB,12122112/3,"2-3/8"" VAMTOP BOX X PIN",L80,WTFD,7272P,824956REVA,1,RACK 9A
GLM,N/A,"2-7/8"" BLANK X BLANK",L80,,10705680-198,90001379REV.D,1,RACK 5C
GLM,N/A,"2-7/8"" BLANK X BLANK",L80,,10721312-28,900018.40REV.I,1,RACK 5C
GLM,N/A,"2-7/8"" BLANK X BLANK",L80,,10721312-36,900018.40REV.I,1,RACK 5C
GLM,N/A,"2-7/8"" BLANK X BLANK",L80,,10721312-08,900018.40REV.I,1,RACK 5C
GLM,N/A,"2-7/8"" BLANK X BLANK",L80,,10721312-32,900018.40REV.I,1,RACK 5C
GLM,N/A,"2-3/8"" BLANK X BLANK",L80,,99980132-32,90001395REVB,1,RACK 6B
GLM,N/A,"2-3/8"" BLANK X BLANK",L80,,99980132-25,90001395REVB,1,RACK 6B
GLM,N/A,"2-3/8"" BLANK X BLANK",L80,,99980132-11,90001395REVB,1,RACK 6B
GLM,N/A,"2-3/8"" BLANK X BLANK",L80,,10162787-03,90001836REVB,1,RACK 6B
GLM,N/A,"2-3/8"" BLANK X BLANK",L80,,10162787-05,90001836REVB,1,RACK 6B
GLM,N/A,"3-1/2"" HCS BOX X PIN",L80,CAMCO,N/A,SEG-GLM-001,1,RACK 5C
GLM,N/A,"3-1/2"" HCS BOX X PIN",L80,WTFD,N/A,GLM-WTFD-01,1,RACK 5C
GLM,N/A,"3-1/2"" HCS BOX X PIN",L80,WTFD,N/A,GLM-WTFD-02,1,RACK 5C
GLM,N/A,"2-7/8"" BLANK X BLANK",L80,WTFD,N/A,GLM-WTFD-03,1,RACK 5B
GLM,N/A,"2-7/8"" BLANK X BLANK",L80,WTFD,N/A,GLM-WTFD-04,1,RACK 5B
GLM,N/A,"2-7/8"" BLANK X BLANK",L80,WTFD,N/A,GLM-WTFD-05,1,RACK 5B
GLM,N/A,"2-7/8"" BLANK X BLANK",L80,WTFD,N/A,GLM-WTFD-06,1,RACK 5B
GLM,N/A,"2-7/8"" BLANK X BLANK",L80,WTFD,N/A,GLM-WTFD-07,1,RACK 5B
GLM,N/A,"3-1/2"" HCS BOX X PIN",L80,WTFD,N/A,GLM-WTFD-08,1,RACK 6C
GLM,N/A,"2-3/8"" BLANK X BLANK",L80,WTFD,02-15704995,90001837,1,RACK 6B
GLM,N/A,"4-1/2"" VAMTOP BOX X PIN",L80,HALLIBURTON,986857 SN19830,4513172156,1,RACK 5C
GLM,N/A,"4-1/2"" VAMTOP BOX X PIN",L80,HALLIBURTON,19830-01,118141-11-11BHM,1,RACK 6C 
GLM,N/A,"4-1/2"" VAMTOP BOX X PIN",L80,HALLIBURTON,19316-11,118141-11-11BHM,1,RACK 6C 
GLM,N/A,"4-1/2"" VAMTOP BOX X PIN",L80,HALLIBURTON,19666-05,118141-11-11BHM,1,RACK 6C 
GLM,N/A,"4-1/2"" VAMTOP BOX X PIN",L80,HALLIBURTON,19666-01,118141-11-11BHM,1,RACK 6C 
GLM,N/A,"4-1/2"" VAMTOP BOX X PIN",L80,HALLIBURTON,19666-02,118141-11-11BHM,1,RACK 6C 
GLM,N/A,"4-1/2"" VAMTOP BOX X PIN",L80,HALLIBURTON,19666-03,118141-11-11BHM,1,RACK 6C 
GLM,N/A,"4-1/2"" VAMTOP BOX X PIN",L80,HALLIBURTON,19830-05,118141-11-11BHM,1,RACK 6C 
GLM,N/A,"4-1/2"" VAMTOP BOX X PIN",L80,HALLIBURTON,19666-04,118141-11-11BHM,1,RACK 6C 
GLM,N/A,"4-1/2"" VAMTOP BOX X PIN",L80,HALLIBURTON,19830-07,118141-11-11BHM,1,RACK 6C 
SCREEN-GUAGE 12,N/A,"5-1/2"" VAMTOP BOX X PIN (2610101)",CHROME,SLB,N/A,N/A,13,F OF BASE
SCREEN-GUAGE 10,N/A,"5-1/2"" VAMTOP BOX X PIN (2610103)",CHROME,SLB,N/A,N/A,5,F OF BASE
REAMER SHOE,N/A,"4-1/2"" BTC",L80,,N/A,SH-18-RS-0412,1,WORKSHOP
V-SET SHOE,N/A,"5-1/2"" HYDRIL 521",CHROME,,N/A,96B00951,1,WORKSHOP
V-SET SHOE,N/A,"5-1/2"" HYDRIL 521",CHROME,,N/A,88B00950,1,WORKSHOP
V-SET SHOE,N/A,"5-1/2"" HYDRIL 521",CHROME,,N/A,98B00952,1,WORKSHOP
V-SET SHOE,N/A,"4-1/2"" HCS",CHROME,,H100703297 SN28,100691963,1,WORKSHOP
FLOAT SHOE,N/A,"5-1/2"" VAMTOP",CHROME,,03,286-140-NC-11-NGZR,1,WORKSHOP
FLOAT SHOE,N/A,"5-1/2"" VAMTOP",CHROME,,02,226-140-NC-VI-DGZR,1,WORKSHOP
FLOAT SHOE,N/A,"5-1/2"" VAMTOP",CHROME,,01,226-140-NC-VI-DGZR,1,WORKSHOP
FLOAT SHOE,N/A,"7""",L80,,N/A,SEG-FS-01,1,WORKSHOP
FLOAT SHOE,N/A,"7-5/8""",L80,,N/A,SEG-FS-02,1,WORKSHOP
FLOAT SHOE,N/A,"9-5/8"" BTC",L80,,N/A,SEG-FS-03,1,WORKSHOP
FLOAT SHOE,N/A,"9-5/8"" BTC",L80,,N/A,SEG-FS-04,1,WORKSHOP
FLOAT COLLAR,N/A,"9-5/8"" BTC",L80,,N/A,SEG-FC-01,1,WORKSHOP
FLOAT COLLAR,N/A,"9-5/8"" BTC",L80,,N/A,SEG-FC-02,1,WORKSHOP
GRAVEL PACK VALVE,N/A,"5-1/2"" VAMTOP",L80,BAKER,H487360032 SN02,107071093,1,WORKSHOP
GRAVEL PACK VALVE,N/A,"5-1/2"" VAMTOP",L80,BAKER,H487360032 SN01,107071093,1,WORKSHOP
GRAVEL PACK VALVE,N/A,"5-1/2"" VAMTOP",L80,BAKER,H487360032 SN04,107071093,1,WORKSHOP
GRAVEL PACK VALVE,N/A,"5-1/2"" VAMTOP",L80,BAKER,H487360032 SN05,107071093,1,WORKSHOP
GRAVEL PACK VALVE,N/A,"5-1/2"" VAMTOP",L80,BAKER,H487360032 SN03,107071093,1,WORKSHOP
SINGLE STRING PACKER,954311,"9-5/8"" X 3-1/2"" VAMTOP BOX X PIN",CHROME,,N/A,2386960 REVA2,4,RACK 7C
SINGLE STRING PACKER,N/A,"7"" X 4-1/2"" VAMTOP BOX X PIN",CHROME,HALLIBURTON,102366582        SG3234325-03,811S38402-BHM,1,RACK 7C
SINGLE STRING PACKER,N/A,"7"" X 4-1/2"" VAMTOP BOX X PIN",CHROME,HALLIBURTON,102366582,811S38402-BHM,1,RACK 7C
SINGLE STRING PACKER,N/A,"7"" X 4-1/2"" VAMTOP BOX X PIN",CHROME,HALLIBURTON,102367839,812AHB7038-BHM,1,RACK 7B
SINGLE STRING PACKER,N/A,"7"" X 3-1/2"" HCS BOX X PIN",L80,WTFD,SN99912682-6,2552902,1,RACK 8B
SINGLE STRING PACKER,N/A,"7"" X 3-1/2"" HCS BOX X PIN",L80,WTFD,15245333,140267/650-73-513H,1,RACK 8B
SINGLE STRING PACKER,N/A,"7"" X 3-1/2"" HCS BOX X PIN",L80,WTFD,19910306,140267/650-73-513H,1,RACK 8B
SINGLE STRING PACKER,N/A,"7"" X 3-1/2"" HCS BOX X PIN",L80,WTFD,15245333-01,140267/650-73-513H,1,RACK 8B
SINGLE STRING PACKER,N/A,"9-5/8"" X 3-1/2"" VAMTOP BOX X PIN",L80,WTFD,97419106-2,2289864,1,RACK 8C
SINGLE STRING PACKER,N/A,"9-5/8"" X 3-1/2"" VAMTOP BOX X PIN",L80,WTFD,97419106-4,2289864,1,RACK 8C
SINGLE STRING PACKER,96995030/10,"9-5/8"" X 4-1/2"" VAMTOP BOX X PIN",CR-L80,,N/A,159585REVA,1,RACK 8C
SINGLE STRING PACKER,96995030/11,"9-5/8"" X 4-1/2"" VAMTOP BOX X PIN",CR-L80,,N/A,N/A,1,RACK 8C
SINGLE STRING PACKER,10222545-02,"9-5/8"" X 4-1/2"" VAMTOP BOX X PIN",L80,,N/A,1779735REVA,1,RACK 8C
SINGLE STRING PACKER,10222545-01,"9-5/8"" X 4-1/2"" VAMTOP BOX X PIN",L80,,92677,1779735REVA,1,RACK 8C
SEAL BORE PACKER,N/A,"7""",L80,,N/A,06-5942500,1,RACK 8B
SEAL BORE PACKER (SC-2R),N/A,"7"" SEAL LOCK HUNTING",CHROME,BAKER,H488633403500 SN3,104633925,1,RACK 9C
SEAL BORE PACKER (SC-2R),N/A,"7"" SEAL LOCK HUNTING",CHROME,BAKER,H488633403500 SN4,104633925,1,RACK 9C
WEATHERFORD BLACKCAT (SC-2R),N/A,"7"" STUB ACME",L80,WTFD,52097561/01,1225540,1,RACK 9C
WEATHERFORD BLACKCAT,11719376/3       11441405/4,"9-5/8""",L80,WTFD,3674P,1175863 REV#F,,RACK 9C
WEATHERFORD BLACKCAT,11719376/6,"9-5/8""",L80,WTFD,N/A,N/A,,RACK 9C
DUAL STRING PACKER,N/A,"7"" X 2-3/8""",CHROME,HALLIBURTON,ASSY 102060058   S 2595440-2,812BHD71215-BHM,1,RACK 7B
DUAL STRING PACKER,N/A,"7"" X 2-3/8""",CHROME,HALLIBURTON,ASSY 102060058   S 2595440-1,812BHD71215-BHM,1,RACK 7B
DUAL STRING PACKER,939644,"9-5/8"" X 3-1/2"" HCS BOX X PIN",L80,WTFD,N/A,N/A,1,RACK 7C
DUAL STRING PACKER,N/A,"9-5/8"" X 3-1/2"" VAMTOP BOX X PIN",CHROME,HALLIBURTON,92559529-0,N/A,1,RACK 10C
DUAL STRING PACKER,N/A,"9-5/8"" X 3-1/2"" VAMTOP BOX X PIN",CHROME,HALLIBURTON,92559529-2,N/A,1,RACK 10C
SUMP PACKER,N/A,"7""",L80,,H02432225N SN2,106767018,1,WORKSHOP
SSV ,N/A,"3-1/2"" HCS BOX X PIN",CHROME,WTFD,12668680,N/A,1,RACK 1C
SSV ,N/A,"3-1/2"" HCS BOX X PIN",CHROME,WTFD,12667316,N/A,1,RACK 1C
SSV ,N/A,"2-7/8"" HCS BOX X PIN",CHROME,WTFD,12668249,N/A,1,RACK 1C
SSV ASSY,,N/A,CHROME,,,,1,RACK 8A
SNAPLATCH/SEALS/MULE SHOE,N/A,"5-1/2""",CHROME,,59026,444569202,1,WORKSHOP
SNAPLATCH/SEALS/MULE SHOE,N/A,"5-1/2""",CHROME,,59027,444569202,1,WORKSHOP
SNAPLATCH WITH MULE SHOE,N/A,"6"" LTC BOX",L80,,11137912,1293804,1,WORKSHOP
SNAPLATCH WITH COUPLING,N/A,N/A,L80,,N/A,SEG-SL-02,1,WORKSHOP
SNAPLATCH,N/A,N/A,L80,,N/A,SEG-SL-01,1,WORKSHOP
SNAPLATCH,WO22033,"5-1/2""",L80,,57924,444529300,1,WORKSHOP
SNAPLATCH,N/A,"5-1/2""",CHROME,,68351,44529361,1,WORKSHOP
SNAPLATCH,N/A,"5-1/2""",CHROME,,190638-02,100335672,1,WORKSHOP
SNAPLATCH,N/A,5.459-8 STUB ACME,CHROME,,N/A,100616600,1,WORKSHOP
SHEAR OUT SAFETY,N/A,"5"" SEAL LOCK HT BOX X PIN",L80,BAKER,H066201502JDK SN5,103972804,1,WORKSHOP
SEAL BORE EXTENSION,N/A,"5-1/2"" VAMTOP BOX X PIN",L80,,H455340028JDK SN6,105968346,1,WORKSHOP
SEAL BORE EXTENSION,N/A,"5-1/2"" VAMTOP BOX X PIN",L80,,H455340028JDK SN4,105968346,1,WORKSHOP
LIFT NIPPLE,N/A,"2-3/8"" HCS",L80,,N/A,SEG-LN-01,1,WORKSHOP
LIFT NIPPLE,N/A,"4-1/2"" BTC",L80,,N/A,SEG-LN-02,1,WORKSHOP
LIFT NIPPLE,N/A,"4-1/2"" BTC",L80,,N/A,SEG-LN-03,1,WORKSHOP
BLANK PIPE,N/A,"4-1/2""",CHROME,,N/A,SEG-BP-01,1,RACK 10A
MILLOUT EXT WITH MULE SHOE,N/A,"7-5/8"" STC PIN",L80,,N/A,SEG-MMS-001,1,RACK 10C
MILLOUT EXT WITH COUPLING,N/A,"7"" SEAL LOCK HUNTING BOX X 5-1/2"" PIN",L80,,N/A,SEG-MMC-01,1,RACK 10C
MILLOUT EXT,N/A,"7"" LTC BOX X PIN",L80,,N/A,,1,WORKSHOP
MILLOUT EXT,N/A,"7"" BTC PIN X PIN",L80,,N/A,,1,WORKSHOP
